7CEC79DB731A
Date,Time,Temperature,Humidity
17-5-19,0:0:57,-1.00,-1.00
17-5-19,0:1:57,-1.00,-1.00
17-5-19,0:2:57,-1.00,-1.00
17-5-19,0:3:57,-1.00,-1.00
17-5-19,0:4:57,-1.00,-1.00
17-5-19,0:5:57,-1.00,-1.00
17-5-19,0:6:57,-1.00,-1.00
17-5-19,0:7:57,-1.00,-1.00
17-5-19,0:8:57,-1.00,-1.00
17-5-19,0:9:57,-1.00,-1.00
17-5-19,0:10:57,-1.00,-1.00
17-5-19,0:11:57,-1.00,-1.00
17-5-19,0:12:57,-1.00,-1.00
17-5-19,0:13:57,-1.00,-1.00
17-5-19,0:14:57,-1.00,-1.00
17-5-19,0:15:57,-1.00,-1.00
17-5-19,0:16:57,-1.00,-1.00
17-5-19,0:17:57,-1.00,-1.00
17-5-19,0:18:57,-1.00,-1.00
17-5-19,0:19:57,-1.00,-1.00
17-5-19,0:20:57,-1.00,-1.00
17-5-19,0:21:57,-1.00,-1.00
17-5-19,0:22:57,-1.00,-1.00
17-5-19,0:23:57,-1.00,-1.00
17-5-19,0:24:57,-1.00,-1.00
17-5-19,0:25:57,-1.00,-1.00
17-5-19,0:26:57,-1.00,-1.00
17-5-19,0:27:57,-1.00,-1.00
17-5-19,0:28:57,-1.00,-1.00
17-5-19,0:29:57,-1.00,-1.00
17-5-19,0:30:57,-1.00,-1.00
17-5-19,0:31:57,-1.00,-1.00
17-5-19,0:32:57,-1.00,-1.00
17-5-19,0:33:57,-1.00,-1.00
17-5-19,0:34:57,-1.00,-1.00
17-5-19,0:35:57,-1.00,-1.00
17-5-19,0:36:57,-1.00,-1.00
17-5-19,0:37:57,Ë1.00,-1.00
17-5-19,0:38:57,-1.00,-1.00
17-5-19,0:39:57,-1.00,-1.00
17-5-19,0:40:57,-1.00,-1.00
17-5-19,0:42:57,-1.00,-1.00
17-5-19,0:43:57,-1.00,-1.00
17-5-19,0:44:57,-1.00,-1.00
17-5-19,0:45:8,-1.00,74DAEAB15FB6
17-5-19,0:45:57,-1.00,-1.00
17-5-19,0:46:57,-1.00,-1.00
