74DAEAB15FB6
Date,Time,Temperature,Humidity
17-5-16,0:0:10,21.50,8.80
17-5-16,0:1:8,21.60,9.10
17-5-16,0:2:8,21.60,8.80
17-5-16,0:3:8,21.60,8.50
17-5-16,0:4:8,21.60,8.60
17-5-16,0:5:8,21.70,8.20
17-5-16,0:7:8,21.70,8.40
17-5-16,0:8:8,21.60,8.30
17-5-16,0:9:8,21.60,8.70
17-5-16,0:10:8,21.60,8.70
17-5-16,0:12:8,21.60,8.50
17-5-16,0:13:8,21.60,8.60
17-5-16,0:14:8,21.60,8.70
17-5-16,0:15:8,21.60,8.30
17-5-16,0:16:8,21.60,8.10
17-5-16,0:17:8,21.60,8.00
17-5-16,0:18:8,21.50,8.10
17-5-16,0:19:10,21.60,8.20
17-5-16,0:20:8,21.60,8.20
17-5-16,0:21:10,21.50,7.70
17-5-16,0:23:8,21.60,8.00
17-5-16,0:24:8,21.50,7.50
17-5-16,0:25:8,21.50,8.40
17-5-16,0:27:8,21.50,7.40
17-5-16,0:28:8,21.50,7.80
17-5-16,0:29:8,21.60,8.00
17-5-16,0:30:8,7.60,74DAEAB15FB6
17-5-16,0:31:8,21.60,7.80
17-5-16,0:32:8,21.60,7.90
17-5-16,0:33:8,21.60,7.80
17-5-16,0:34:8,21.60,8.20
17-5-16,0:35:8,21.60,7.80
17-5-16,0:37:8,21.50,8.10
17-5-16,0:38:8,21.60,8.10
17-5-16,0:39:8,21.50,8.10
17-5-16,0:40:8,21.60,7.90
17-5-16,0:41:8,21.60,7.80
17-5-16,0:42:10,21.50,7.40
17-5-16,0:43:8,21.60,7.80
17-5-16,0:44:8,21.60,7.10
17-5-16,0:45:8,21.60,6.90
17-5-16,0:46:8,21.50,7.20
17-5-16,0:47:8,21.60,7.60
17-5-16,0:48:8,21.60,8.10
17-5-16,0:50:8,21.60,8.00
17-5-16,0:52:8,21.60,7.60
17-5-16,0:53:8,21.60,7.80
17-5-16,0:54:8,21.60,7.50
17-5-16,0:55:9,21.60,7.80
17-5-16,0:56:8,21.60,7.20
17-5-16,0:57:8,21.70,7.40
17-5-16,0:59:8,21.60,7.00
17-5-16,1:1:11,21.60,7.40
17-5-16,1:2:8,21.60,7.20
17-5-16,1:3:8,21.70,7.80
17-5-16,1:4:8,21.70,7.60
17-5-16,1:5:8,21.70,7.20
17-5-16,1:6:8,21.70,8.00
17-5-16,1:7:8,21.70,7.60
17-5-16,1:8:8,21.70,7.80
17-5-16,1:9:8,21.70,7.70
17-5-16,1:10:8,21.70,7.30
17-5-16,1:11:8,21.70,7.60
17-5-16,1:12:8,21.70,7.80
17-5-16,1:13:8,21.70,7.10
17-5-16,1:14:8,21.70,6.90
17-5-16,1:15:8,21.70,7.40
17-5-16,1:16:8,21.80,6.90
17-5-16,1:17:8,21.70,6.80
17-5-16,1:18:8,21.80,6.30
17-5-16,1:19:8,21.80,6.50
17-5-16,1:20:8,21.80,7.20
17-5-16,1:21:8,21.80,7.60
17-5-16,1:22:8,21.80,7.90
17-5-16,1:23:8,21.80,7.10
17-5-16,1:24:8,21.80,7.70
17-5-16,1:25:8,21.80,7.70
17-5-16,1:26:8,21.80,7.40
17-5-16,1:27:8,21.80,7.00
17-5-16,1:28:8,21.80,7.50
17-5-16,1:29:8,21.80,6.90
17-5-16,1:30:9,21.80,7.50
17-5-16,1:31:8,21.80,7.90
17-5-16,1:32:8,21.80,7.20
17-5-16,1:33:9,21.80,6.90
17-5-16,1:34:8,21.80,7.00
17-5-16,1:35:8,21.90,7.10
17-5-16,1:36:8,21.90,7.40
17-5-16,1:37:8,21.90,7.30
17-5-16,1:38:8,21.80,7.00
17-5-16,1:39:8,21.90,7.10
17-5-16,1:40:8,21.90,7.50
17-5-16,1:41:8,21.90,7.20
17-5-16,1:42:8,21.90,7.70
17-5-16,1:43:8,21.90,6.60
17-5-16,1:44:8,22.00,6.10
17-5-16,1:45:8,21.00,6.80
17-5-16,1:46:8,22.00,6.20
17-5-16,1:47:8,22.00,6.40
17-5-16,1:48:8,22.00,6.30
17-5-16,1:49:8,22.00,6.30
17-5-16,1:50:8,22.00,6.20
17-5-16,1:51:8,22.00,6.40
17-5-16,1:52:8,22.00,6.70
17-5-16,1:53:8,22.00,6.70
17-5-16,1:54:10,22.00,6.40
17-5-16,1:55:8,21.90,7.10
17-5-16,1:56:8,21.90,6.90
17-5-16,1:57:8,21.90,7.30
17-5-16,1:58:8,21.90,6.90
17-5-16,1:59:8,21.90,6.70
17-5-16,2:0:8,21.90,7.10
17-5-16,2:1:8,21.90,6.80
17-5-16,2:2:8,21.90,6.60
17-5-16,2:3:8,21.90,6.70
17-5-16,2:4:8,21.90,6.60
17-5-16,2:5:8,21.90,6.80
17-5-16,2:6:8,21.90,7.40
17-5-16,2:7:8,21.90,6.90
17-5-16,2:8:8,21.80,6.50
17-5-16,2:9:8,21.80,7.00
17-5-16,2:10:8,21.80,7.20
17-5-16,2:11:8,21.80,7.60
17-5-16,2:12:8,21.80,7.60
17-5-16,2:13:8,21.80,7.50
17-5-16,2:14:8,21.90,7.50
17-5-16,2:15:8,21.80,7.90
17-5-16,2:16:8,21.80,7.00
17-5-16,2:17:8,2Ì.80,7.40
17-5-16,2:18:8,21.80,7.00
17-5-16,2:19:8,21.90,7.50
17-5-16,2:21:8,21.80,7.60
17-5-16,2:22:8,21.80,7.30
17-5-16,2:23:8,21.90,7.40
17-5-16,2:24:8,21.80,8.10
17-5-16,2:25:8,21.80,8.00
17-5-16,2:26:8,21.90,7.90
17-5-16,2:27:8,21.80,8.10
17-5-16,2:28:8,21.90,7.60
17-5-16,2:29:8,21.80,7.40
17-5-16,2:30:8,21.80,7.40
17-5-16,2:31:8,21.80,7.60
17-5-16,2:32:8,21.80,7.00
17-5-16,2:33:8,21.80,7.20
17-5-16,2:34:8,21.80,7.00
17-5-16,2:35:8,21.80,7.20
17-5-16,2:37:8,21.80,6.90
17-5-16,2:38:8,21.80,6.70
17-5-16,2:39:8,21.80,7.00
17-5-16,2:40:8,21.80,6.90
17-5-16,2:41:8,21.80,6.70
17-5-16,2:42:8,21.80,7.00
17-5-16,2:43:8,21.80,7.30
17-5-16,2:44:8,21.80,7.40
17-5-16,2:45:8,21.80,6.80
17-5-16,2:46:8,21.80,7.10
17-5-16,2:47:8,21.80,6.80
17-5-16,2:48:8,21.80,7.10
17-5-16,2:49:8,21.80,7.00
17-5-16,2:50:8,21.80,6.90
17-5-16,2:51:8,21.80,6.70
17-5-16,2:52:8,21.80,6.80
17-5-16,2:53:8,21.80,7.30
17-5-16,2:54:8,21.80,6.Î0
17-5-16,2:55:8,21.80,6.30
17-5-16,2:57:8,21.80,6.90
17-5-16,2:58:8,21.80,6.90
17-5-16,2:59:8,21.80,7.10
17-5-16,3:0:8,21.80,7.20
17-5-16,3:1:8,21.80,6.50
17-5-16,3:2:8,21.80,6.80
17-5-16,3:4:8,21.80,7.40
17-5-16,3:5:8,21.80,7.10
17-5-16,3:6:8,21.80,7.20
17-5-16,3:7:8,21.80,6.80
17-5-16,3:8:8,21.80,7.00
17-5-16,3:9:9,21.80,6.50
17-5-16,3:10:8,21.80,6.90
17-5-16,3:11:8,21.80,6.70
17-5-16,3:12:8,21.80,6.90
17-5-16,3:13:8,21.80,7.20
17-5-16,3:14:8,21.90,6.40
17-5-16,3:15:8,21.90,6.80
17-5-16,3:16:8,2Ì.90,6.50
17-5-16,3:17:8,21.90,7/00
17-5-16,3:18:8,21.90,6.50
17-5-16,3:19:8,21.90,7.20
17-5-16,3:20:8,21.90,7.10
17-5-16,3:21:8,21.90,6.50
17-5-16,3:22:8,21.90,6.80
17-5-16,3:23:8,21.90,6.80
17-5-16,3:24:8,21.90,6.90
17-5-16,3:25:8,21.90,7.20
17-5-16,3:26:8,21.90,6.40
17-5-16,3:27:8,21.90,6.70
17-5-16,3:28:8,21.90,6.60
17-5-16,3:29:8,21.90,7.70
17-5-16,3:30:8,21.90,7.00
17-5-16,3:31:8,21.90,6.90
17-5-16,3:33:8,21.90,6.60
17-5-16,3:34:8,21.90,6.90
17-5-16,3:35:8,21.90,6.70
17-5-16,3:36:8,21.90,6.80
17-5-16,3:37:8,21.90,6.50
17-5-16,3:38:8,21.90,6.40
17-5-16,3:39:8,21.90,6.60
17-5-16,3:40:8,21.90,6.60
17-5-16,3:41:8,21.90,5.88
17-5-16,3:42:8,21.90,6.30
17-5-16,3:43:8,21.90,6.60
17-5-16,3:44:8,21.80,6.50
17-5-16,3:45:8,21.80,6.90
17-5-16,3:46:8,21.90,6.90
17-5-16,3:47:9,21.80,7.10
17-5-16,3:48:8,21.80,7.30
17-5-16,3:49:8,7.20,74DAEAB15FB6
17-5-16,3:50:8,21.80,7.60
