7CEC79DB731A
Date,Time,Temperature,Humidity
17-5-15,0:0:57,22.98,48.04
17-5-15,0:1:57,22.95,48.11
17-5-15,0:2:57,23.03,47.98
17-5-15,0:3:57,23.03,47.99
17-5-15,0:4:57,22.98,48.06
17-5-15,0:5:57,23.00,47.97
17-5-15,0:6:57,23.02,47.99
17-5-15,0:8:57,23.01,47.93
17-5-15,0:9:57,23.08,47.77
17-5-15,0:10:57,23.04,47.82
17-5-15,0:11:57,23.05,47.79
17-5-15,0:12:57,23.07,47.75
17-5-15,0:13:57,23.06,47.77
17-5-15,0:14:57,23.10,47.84
17-5-15,0:15:57,23.11,47.65
17-5-15,0:16:57,23.08,47.64
17-5-15,0:17:57,23.08,47.64
17-5-15,0:18:57,23.10,47.62
17-5-15,0:19:57,23.20,47.44
17-5-15,0:20:57,23.11,47.49
17-5-15,0:21:57,23.07,47.49
17-5-15,0:22:57,23.10,47.86
17-5-15,0:23:57,23.12,27.68
17-5-15,0:24:57,23.11,47.53
17-5-15,0:25:57,23.14,47.48
17-5-15,0:26:57,23.12,47.46
17-5-15,0:27:57,23.15,47.42
17-5-15,0:28:57,23.20,47.29
17-5-15,0:29:57,23.16,47.36
17-5-15,0:30:57,23.14,47.40
17-5-15,0:31:57,23.17,47.45
17-5-15,0:32:57,23.13,47.48
17-5-15,0:33:57,23.16,47.59
17-5-15,0:34:57,23.19,47.36
17-5-15,0:35:57,23.20,47.54
17-5-15,0:37:57,23.14,47.54
17-5-15,0:38:57,23.17,47.50
17-5-15,0:39:57,23.16,47.56
17-5-15,0:40:57,23.21,47.62
17-5-15,0:41:57,23.19,47.76
17-5-15,0:42:57,23.18,47.69
17-5-15,0:43:57,23.13,47.76
17-5-15,0:44:57,23.14,47.73
17-5-15,0:45:57,23.25,47.51
17-5-15,0:46:57,23.23,47.53
17-5-15,0:47:57,23.22,47.61
17-5-15,0:48:57,23.14,47.72
17-5-15,0:49:57,23.22,47.65
17-5-15,0:50:57,23.15,47.70
17-5-15,0:51:57,23.22,47.51
17-5-15,0:52:57,23.15,47.64
17-5-15,0:53:57,23.21,47.62
17-5-15,0:54:57,23.10,47.85
17-5-15,0:55:57,23.21,47.61
17-5-15,0:56:57,23.18,47.59
17-5-15,0:57:57,23.18,47.58
17-5-15,0:58:57,23.17,47.59
17-5-15,0:59:57,23.13,47.73
17-5-15,1:0:57,23.25,47.40
17-5-15,1:1:57,23.22,47.44
17-5-15,1:2:57,23.22,47.46
17-5-15,1:3:57,23.18,47.48
17-5-15,1:5:57,23.19,47.52
17-5-15,1:6:57,23.16,47.68
17-5-15,1:7:57,23.13,47.83
17-5-15,1:8:57,23.23,47.55
17-5-15,1:9:57,23.22,47.69
17-5-15,1:10:57,23.19,47.70
17-5-15,1:11:57,23.20,47.69
17-5-15,1:12:57,23.22,47.64
17-5-15,1:13:57,23.19,47.71
17-5-15,1:14:57,23.14,47.99
17-5-15,1:15:57,23.15,47.95
