7CEC79DB731A
Date,Time,Temperature,Humidity
17-5-20,0:0:57,-1.00,-1.00
17-5-20,0:1:57,-1.00,-1.00
17-5-20,0:2:57,-1.00,-1.00
17-5-20,0:3:57,-1.00,-1.00
17-5-20,0:4:57,-1.00,-1.00
17-5-20,0:5:57,-1.00,-1.00
17-5-20,0:6:57,-1.00,-1.00
17-5-20,0:7:57,-1.00,-1.00
17-5-20,0:8:57,-1.00,-1.00
17-5-20,0:9:57,-1.00,-1.00
17-5-20,0:10:57,-1.00,-1.00
17-5-20,0:11:57,-1.00,-1.00
17-5-20,0:12:57,-1.00,-1.00
17-5-20,0:13:57,-1.00,-1.00
17-5-20,0:14:57,-1.00,-1.00
17-5-20,0:15:57,-1.00,-1.00
17-5-20,0:16:57,-1.00,-1.00
17-5-20,0:17:57,-1.00,-1.00
17-5-20,0:18:57,-1.00,-1.00
17-5-20,0:19:57,-1.00,-1.00
17-5-20,0:20:57,-1.00,-1.00
17-5-20,0:21:57,-1.00,-1.00
17-5-20,0:22:57,-1.00,-1.00
17-5-20,0:23:57,-1.00,-1.00
17-5-20,0:24:57,-1.00,-1.00
17-5-20,0:25:57,-1.00,-1.00
17-5-20,0:26:57,-1.00,-1.00
17-5-20,0:27:57,-1.00,-1.00
17-5-20,0:28:57,-1.00,-1.00
17-5-20,0:29:57,-1.00,-1.00
17-5-20,0:30:57,-1.00,-1.00
17-5-20,0:31:57,-1.00,-1.00
17-5-20,0:32:57,-1.00,-1.00
17-5-20,0:33:57,-0.00,-1.00
17-5-20,0:34:57,-1.00,-1.00
17-5-20,0:35:57,-1.00,-1.00
17-5-20,0:36:57,-1/00,-1.00
17-5-20,0:37:57,-1.00,-1.00
17-5-20,0:38:57,-1.00,-1.00
17-5-20,0:39:57,-1.00,-1.00
17-5-20,0:40:57,-1.00,-1.00
17-5-20,0:41:57,-1.00,-1.00
17-5-20,0:42:57,-1.00,-1.00
17-5-20,0:43:57,-1.00,-1.00
17-5-20,0:44:57,-1.00,-1.00
17-5-20,0:45:57,-1.00,-1.00
17-5-20,0:46:57,-1.00,-1.00
17-5-20,0:47:57,-1.00,-1.00
17-5-20,0:48:58,-1.00,-1.00
17-5-20,0:49:57,-1.00,-1.00
17-5-20,0:50:57,-1.00,-1.00
17-5-20,0:51:57,-1.00,-1.00
17-5-20,0:52:57,-1.00,-1.00
17-5-20,0:53:57,-1.00,-1.00
17-5-20,0:54:57,-1.00,-1.00
17-5-20,0:55:57,-1.00,-1.00
17-5-20,0:56:57,-1.00,-1.00
17-5-20,0:57:57,-1.00,-1.00
17-5-20,0:58:57,-1.00,-1.00
17-5-20,0:59:57,-1.00,-1.00
17-5-20,1:0:57,-1.00,-1.00
17-5-20,1:1:57,-1.00,-1.00
17-5-20,1:2:57,-1.00,-1.00
17-5-20,1:3:57,-1.00,-1.00
17-5-20,1:4:57,-1.00,-1.00
17-5-20,1:5:57,-1.00,-1.00
17-5-20,1:6:57,-1.00,-1.00
17-5-20,1:7:57,-1.00,-1.00
17-5-20,1:8:57,-1.00,-1.00
17-5-20,1:9:57,-1.00,-1.00
17-5-20,1:10:57,-1.00,-1.00
17-5-20,1:11:57,-1.00,-1.00
17-5-20,1:12:57,-1.00,-1.00
17-5-20,1:13:57,-1.00,-1.00
17-5-20,1:14:57,-1.00,-1.00
17-5-20,1:15:57,-1.00,-1.00
17-5-20,1:16:57,-1.00,-1.00
17-5-20,1:17:57,-1.00,-1.00
17-5-20,1:18:57,-1.00,-1.00
17-5-20,1:19:57,-1.00,-1.00
17-5-20,1:20:57,-1.00,-1.00
17-5-20,1:21:57,-1.00,-1.00
17-5-20,1:22:57,-1.00,-1.00
17-5-20,1:23:57,-1.00,-1.00
17-5-20,1:24:57,-1.00,-1.00
17-5-20,1:25:57,-1.00,-1.00
17-5-20,1:26:57,-1.00,-1.00
17-5-20,1:27:57,-1.00,-1.00
17-5-20,1:28:57,-1.00,-1.00
17-5-20,1:29:57,-1.00,-1.00
17-5-20,1:30:57,-1.00,-1.00
17-5-20,1:31:57,-1.00,-1.00
17-5-20,1:32:57,-1.00,-1.00
