74DAEAB15FB6
Date,Time,Temperature,Humidity
17-5-17,0:0:10,21.80,6.90
17-5-17,0:2:8,21.70,6.50
17-5-17,0:3:8,21.70,6.20
17-5-17,0:4:8,21.70,6.60
17-5-17,0:5:8,21.70,6.00
17-5-17,0:7:9,21.70,5.90
17-5-17,0:8:8,21.70,6.10
17-5-17,0:9:8,21.60,6.00
17-5-17,0:10:8,21.60,6.10
17-5-17,0:12:8,21.60,5.60
17-5-17,0:13:9,21.60,5.60
17-5-17,0:14:8,21.60,5.60
17-5-17,0:15:8,21.60,5.50
17-5-17,0:16:10,21.60,5.60
17-5-17,0:18:10,21.60,5.40
17-5-17,0:19:8,21.60,4.80
17-5-17,0:20:8,21.60,4.90
17-5-17,0:21:8,21.60,5.60
17-5-17,0:23:10,21.60,5.70
17-5-17,0:24:8,21.70,6.40
17-5-17,0:25:8,21.70,6.20
17-5-17,0:26:8,21.70,6.70
17-5-17,0:27:8,21.70,6.70
17-5-17,0:28:8,21.70,6.70
17-5-17,0:29:8,21.70,6.10
17-5-17,0:30:8,21.80,6.30
17-5-17,0:31:8,21.70,5.90
17-5-17,0:32:10,21.80,7.00
17-5-17,0:34:8,21.80,6.60
17-5-17,0:35:9,21.70,7.30
17-5-17,0:36:8,21.70,6.80
17-5-17,0:37:8,21.70,7.30
17-5-17,0:38:10,21.70,7.50
17-5-17,0:39:8,21.70,6.70
17-5-17,0:40:8,21.70,7.60
17-5-17,0:41:8,21.70,7.60
17-5-17,0:42:8,21.70,6.50
17-5-17,0:43:8,21.70,7.00
17-5-17,0:44:8,21.70,7.50
17-5-17,0:46:8,21.70,7.50
17-5-17,0:47:8,21.70,7.40
17-5-17,0:48:8,21.60,7.20
17-5-17,0:49:8,21.70,6.80
17-5-17,0:50:8,21.60,7.08
17-5-17,0:52:8,21.60,6.40
17-5-17,0:53:8,21.60,6.30
17-5-17,0:54:8,21.70,6.60
17-5-17,0:55:8,21.60,6.20
17-5-17,0:56:8,21.60,6.30
17-5-17,0:57:8,21.60,6.60
17-5-17,0:58:8,21.60,6.70
17-5-17,0:59:8,21.60,6.60
17-5-17,1:0:8,21.60,7.00
17-5-17,1:1:8,21.60,5.70
17-5-17,1:2:8,21.60,7.00
17-5-17,1:4:8,21.60,6.30
17-5-17,1:5:10,21/60,6.60
17-5-17,1:6:8,21.50,6.40
17-5-17,1:8:8,21.50,6.40
17-5-17,1:9:8,21.50,7.20
17-5-17,1:12:8,21.50,6.70
17-5-17,1:13:8,21.50,6.60
17-5-17,1:14:8,21.50,6.40
17-5-17,1:15:8,21.60,6.80
17-5-17,1:16:8,21.50,6.80
17-5-17,1:17:8,21.50,5.90
17-5-17,1:18:8,21.50,6.60
17-5-17,1:19:8,21.50,7.10
17-5-17,1:20:8,21.50,6.70
17-5-17,1:21:8,21.50,6.40
17-5-17,1:22:8,21.50,7.10
17-5-17,1:22:33,21.50,7.50
17-5-17,1:23:8,21.50,5.80
17-5-17,1:24:8,21.50,6.40
17-5-17,1:25:8,21.50,6.70
17-5-17,1:26:8,21.50,7.20
17-5-17,1:27:8,21.50,7.00
17-5-17,1:28:8,21.50,7.30
17-5-17,1:29:8,21.50,7.20
17-5-17,1:31:8,21.50,7.30
17-5-17,1:32:8,21.50,6.30
17-5-17,1:33:8,21.50,6.90
17-5-17,1:34:8,21.50,6.80
17-5-17,1:35:8,21.50,6.80
17-5-17,1:36:8,21.50,7.10
17-5-17,1:37:10,21.50,6.80
17-5-17,1:38:8,21.50,7.60
17-5-17,1:39:8,21.50,6.40
17-5-17,1:40:8,21.50,7.20
17-5-17,1:41:8,21.50,6.90
17-5-17,1:42:8,21.50,6.50
17-5-17,1:43:8,21.50,6.80
17-5-17,1:44:8,21.50,6.90
17-5-17,1:45:8,21.50,7.30
17-5-17,1:46:8,21.50,6.60
17-5-17,1:47:8,21.50,7.10
17-5-17,1:48:8,21.50,7.10
17-5-17,1:49:8,21.50,7.10
17-5-17,1:50:8,21.60,6.00
17-5-17,1:51:8,21.60,7.30
17-5-17,1:52:8,21.60,6.50
17-5-17,1:54:8,21.60,6.50
17-5-17,1:55:8,21.60,6.70
17-5-17,1:56:8,20.70,6.30
17-5-17,1:57:8,21.70,5.90
17-5-17,1:59:8,21.70,5.90
17-5-17,2:0:8,21.80,6.00
17-5-17,2:1:8,21.80,6.70
17-5-17,2:2:8,21.80,6.10
17-5-17,2:3:8,21.80,5.70
17-5-17,2:4:8,21.80,6.50
17-5-17,2:5:8,21.80,7.30
17-5-17,2:6:8,21.80,6.30
17-5-17,2:8:8,21.80,7.20
17-5-17,2:9:8,21.70,6.00
17-5-17,2:11:8,21.70,7.00
17-5-17,2:12:8,21.70,6.40
17-5-17,2:13:8,21.70,6.10
17-5-17,2:13:31,21.70,6.90
17-5-17,2:14:8,21.70,6.60
17-5-17,2:16:8,21.70,6.20
17-5-17,2:17:8,21.60,7.00
17-5-17,2:18:8,21.60,6.60
17-5-17,2:19:8,21.60,6.70
17-5-17,2:20:8,21.60,6.30
17-5-17,2:21:8,21.60,6.80
17-5-17,2:22:8,21.60,7.30
17-5-17,2:23:8,21.60,6.90
17-5-17,2:24:10,21.60,6.90
17-5-17,2:25:8,21.60,7.50
17-5-17,2:26:8,21.60,7.20
17-5-17,2:27:8,21.60,7.40
17-5-17,2:28:8,21.60,6.80
17-5-17,2:29:8,21.60,6.40
17-5-17,2:31:8,21.60,6.70
17-5-17,2:32:8,21.60,7.40
17-5-17,2:33:8,21.60,6.70
17-5-17,2:34:8,21.60,7.20
17-5-17,2:35:8,21.60,7.40
17-5-17,2:36:8,21.60,7.00
17-5-17,2:37:8,21.60,6.90
17-5-17,2:38:8,21.60,6.30
17-5-17,2:39:8,21.60,7.30
17-5-17,2:40:8,21.60,6.40
17-5-17,2:41:8,21.60,7.00
17-5-17,2:42:8,21.60,6.50
17-5-17,2:43:8,21.60,6.40
17-5-17,2:44:8,21.60,5.80
17-5-17,2:45:8,21.60,5.80
17-5-17,2:46:8,21.60,6.70
17-5-17,2:47:8,21.60,5.70
17-5-17,2:48:8,21.70,6.00
17-5-17,2:49:8,21.70,6.50
17-5-17,2:50:8,21.70,6.30
17-5-17,2:51:8,21.70,6.30
17-5-17,2:52:8,21.70,7.40
17-5-17,2:53:8,21.80,7.40
17-5-17,2:54:8,21.80,7.80
17-5-17,2:55:8,21.80,7.10
17-5-17,2:56:8,21.80,7.00
17-5-17,2:57:8,21.80,5.90
17-5-17,2:58:8,21.80,7.00
17-5-17,2:59:8,21.80,6.40
17-5-17,3:0:8,21.80,6.80
17-5-17,3:1:8,21.80,7.00
17-5-17,3:2:8,21.80,6.30
17-5-17,3:3:8,21.70,6.80
17-5-17,3:4:8,21.70,7.00
17-5-17,3:6:8,21.70,6.80
17-5-17,3:7:8,21.60,7.10
17-5-17,3:8:10,21.60,7.00
17-5-17,3:9:10,21.60,7.40
17-5-17,3:10:8,21.60,7.50
17-5-17,3:11:8,21.60,6.70
17-5-17,3:12:8,21.60,6.70
17-5-17,3:13:8,21.60,6.70
17-5-17,3:14:8,21.60,7.10
17-5-17,3:15:8,21.60,7.60
17-5-17,3:16:8,21.60,7.60
17-5-17,3:17:8,21.50,7.20
17-5-17,3:18:8,21.50,6.90
17-5-17,3:19:8,21.50,7.30
17-5-17,3:20:8,21.50,7.60
17-5-17,3:21:8,21.50,7.30
17-5-17,3:22:8,21.50,8.00
17-5-17,3:23:9,21.60,7.40
17-5-17,3:24:8,21.60,8.20
17-5-17,3:25:8,21.60,8.30
17-5-17,3:26:8,21.60,8.30
17-5-17,3:27:8,21.60,7.80
17-5-17,3:28:8,21.70,7.60
17-5-17,3:29:8,21.70,7.90
17-5-17,3:31:8,21.70,7.80
17-5-17,3:32:8,21.70,7.60
17-5-17,3:33:9,21.70,7.10
17-5-17,3:35:8,21.70,6.40
17-5-17,3:36:8,21.70,6.70
17-5-17,3:37:8,21.60,7.00
17-5-17,3:38:8,21.60,8.40
17-5-17,3:39:8,21.60,8.10
17-5-17,3:40:8,21.60,8.30
17-5-17,3:41:8,21.50,7.60
17-5-17,3:42:8,21.50,8.00
17-5-17,3:43:10,21.50,8.50
17-5-17,3:44:8,21.50,7.30
17-5-17,3:45:8,21.50,7.60
17-5-17,3:46:8,21.50,7.90
17-5-17,3:47:8,21.50,7.60
17-5-17,3:48:8,21.60,8.00
17-5-17,3:49:8,21.60,7.00
17-5-17,3:50:8,21.60,7.70
17-5-17,3:51:8,21.60,7.90
17-5-17,3:52:8,21.70,7.80
17-5-17,3:53:8,21.70,7.20
17-5-17,3:54:8,21.70,6.50
17-5-17,3:55:8,21.70,8.00
17-5-17,3:56:8,21.70,7.90
17-5-17,3:57:8,21.70,7.80
17-5-17,3:58:8,21.ó0,7.40074DAEAB15FB6
17-5-17,3:59:8,21.70,7.50
17-5-17,4:0:8,21.70,8.40
17-5-17,4:1:8,21.70,8.50
17-5-17,4:2:8,21.70,8.20
17-5-17,4:3:8,21.70,8.20
17-5-17,4:4:8,21.60,8.30
17-5-17,4:5:8,21.70,8.10
17-5-17,4:6:8,21.60,7.80
17-5-17,4:7:10,21.60,8.20
17-5-17,4:8:8,21.60,8.60
17-5-17,4:9:8,21.60,8.70
17-5-17,4:10:8,21.60,7.70
17-5-17,4:12:8,21.60,8.50
17-5-17,4:13:8,21.60,7.70
17-5-17,4:14:8,21.60,7.80
17-5-17,4:15:8,21.60,7.60
17-5-17,4:16:9,21.60,7.90
17-5-17,4:17:8,21.60,8.20
17-5-17,4:18:8,21.70,7.80
17-5-17,4:19:8,21.70,7.50
17-5-17,4:20:8,21.70,7.60
17-5-17,4:21:8,21.70,7.80
17-5-17,4:22:8,21.70,7.60
17-5-17,4:23:8,21.80,6.70
17-5-17,4:24:8,21.80,7.0
17-5-17,4:26:8,21.80,7.20
17-5-17,4:27:8,21.80,7.10
17-5-17,4:28:8,21.80,6.50
17-5-17,4:29:8,21/80,6.60
17-5-17,4:30:8,21.80,7.10
17-5-17,4:31:8,21.80,6.70
17-5-17,4:32:8,21.80,7.00
17-5-17,4:33:8,21.80,6.20
17-5-17,4:34:8,21.80,7.10
17-5-17,4:35:8,21.80,7.10
17-5-17,4:36:8,21.80,7.50
17-5-17,4:37:8,21.80,7.60
17-5-17,4:38:8,21.80,7.40
17-5-17,4:39:8,21.70,7.50
17-5-17,4:40:8,21.80,7.50
17-5-17,4:41:8,21.70,7.30
17-5-17,4:42:8,21.70,7.70
17-5-17,4:43:8,21.70,7.70
17-5-17,4:44:8,21.70,7.30
17-5-17,4:45:8,21.70,6.80
17-5-17,4:46:8,21.70,7.30
17-5-17,4:47:8,21.70,7.80
17-5-17,4:48:8,21.70,7.40
17-5-17,4:49:8,21.70,7.20
17-5-17,4:50:8,21.70,7.70
17-5-17,4:51:8,21.60,7.20
17-5-17,4:52:8,21.70,7.00
17-5-17,4:53:8,21.60,6.90
17-5-17,4:54:8,21.60,6.90
17-5-17,4:55:8,21.60,7.60
17-5-17,4:56:8,21.60,7.00
17-5-17,4:57:8,21.60,7.20
17-5-17,4:58:8,21.60,7.30
17-5-17,4:59:8,21.60,6.60
17-5-17,5:1:8,21.60,7.70
17-5-17,5:2:9,21.60,6.70
17-5-17,5:3:8,21.60,6.40
17-5-17,5:4:8,21.60,7.70
17-5-17,5:5:8,21.60,8.00
17-5-17,5:6:8,21.60,8.10
17-5-17,5:7:9,21.60,8.30
17-5-17,5:8:8,21.60,8.50
17-5-17,5:9:8,21.60,8.30
17-5-17,5:10:8,21.60,8.50
17-5-17,5:11:8,21.60,8.50
17-5-17,5:12:8,21.60,8.40
17-5-17,5:13:8,21.60,8.00
17-5-17,5:14:10,21.60,7.70
17-5-17,5:15:8,21.60,8.20
17-5-17,5:16:8,21.60,8.10
17-5-17,5:17:8,21.60,8.40
17-5-17,5:18:8,21.60,8.70
17-5-17,5:19:8,2Ì.60,8.60
17-5-17,5:20:8,21.60,8.60
17-5-17,5:21:8,21.60,8.30
17-5-17,5:22:8,21.60,8.20
17-5-17,5:23:8,21.70,7.80
17-5-17,5:24:8,21.60,8.30
17-5-17,5:25:8,20.60,8.10
17-5-17,5:26:8,21.60,7.80
17-5-17,5:27:8,21.60,7.40
