7CEC79DB731A
Date,Time,Temperature,Humidity
17-5-17,0:0:57,22.80,51.46
17-5-17,0:1:57,22.88,51.28
17-5-17,0:2:57,22.84,51.32
17-5-17,0:3:57,22.74,51.51
17-5-17,0:4:57,22.71,51.60
17-5-17,0:5:57,22.70,51.63
17-5-17,0:6:57,22.72,51.60
17-5-17,0:7:57,22.79,51.44
17-5-17,0:8:57,22.75,51.53
17-5-17,0:9:57,22.77,51.50
17-5-17,0:10:57,2.79,51.42
17-5-17,0:11:57,22.80,51.39
17-5-17,0:12:58,0.00,51.42
17-5-17,0:13:57,22.75,51.50
17-5-17,0:16:57,22.ó7,51.43
17-5-17,0:18:57,22.81,51.33
17-5-17,0:19:57,22.86,51.22
17-5-17,0:20:57,22.92,51.13
17-5-17,0:21:57,22.99,50.96
17-5-17,0:23:57,23.17,50.53
17-5-17,0:24:57,23.19,50.44
17-5-17,0:25:57,23.16,50.60
17-5-17,0:26:57,23.09,50.74
17-5-17,0:27:57,23.01,58.93
17-5-17,0:28:57,23.04,50.91
17-5-17,0:29:57,22.94,51.08
17-5-17,0:30:57,22.88,51.23
17-5-17,0:32:57,22.87,51.28
17-5-17,0:33:57,22.88,51.21
17-5-17,0:34:57,22.89,51.17
17-5-17,0:35:57,22.82,51.37
17-5-17,0:36:57,22.85,51.27
17-5-17,0:38:57,22.81,51.40
17-5-17,0:39:57,22.84,51.29
17-5-17,0:40:57,22.81,51.37
17-5-17,0:41:57,22.75,51.48
17-5-17,0:42:57,22.77,51.43
17-5-17,0:43:57,22.80,51.38
17-5-17,0:44:57,22.75,51.47
17-5-17,0:45:57,22.74,51.52
17-5-17,0:46:57,22.79,51.42
17-5-17,0:47:57,22.71,51.52
17-5-17,0:48:57,22.74,51.43
17-5-17,0:49:57,12.73,51.43
17-5-17,0:50:57,22.70,51.46
17-5-17,0:51:57,22.75,51.31
17-5-17,0:52:57,22.78,51.21
17-5-17,0:53:57,22.81,51.08
17-5-17,0:54:57,22.72,51.26
17-5-17,0:55:57,22.70,51.33
17-5-17,0:56:57,22.72,51.28
17-5-17,0:57:57,22.66,51.42
17-5-17,0:58:57,22.67,51.41
17-5-17,0:59:57,22.69,51.35
17-5-17,1:0:57,22.71,51.28
17-5-17,1:1:57,22.70,51.30
17-5-17,1:3:57,22.69,51.28
17-5-17,1:5:57,22.70,51.29
17-5-17,1:6:57,22.65,51.42
17-5-17,1:7:57,22.68,51.30
17-5-17,1:8:57,22.66,51.37
17-5-17,1:9:57,22.74,51.17
17-5-17,1:10:57,22.66,51.33
17-5-17,1:11:57,22.69,51.31
17-5-17,1:12:57,22.67,51.29
17-5-17,1:13:57,22.66,51.32
17-5-17,1:14:57,22.65,51.35
17-5-17,1:15:57,22.59,51.44
17-5-17,1:16:57,22.62,51.38
17-5-17,1:17:57,22.66,51.34
17-5-17,1:18:57,22.67,51.25
17-5-17,1:19:57,22.65,51.27
17-5-17,1:20:57,22.65,51.31
17-5-17,1:21:57,22.65,51.31
17-5-17,1:22:21,2™.64,51—32
17-5-17,1:22:57,22.66,51.29
17-5-17,1:23:57,22.68,51.24
17-5-17,1:24:57,22.66,51.28
17-5-17,1:26:57,22.66,51.33
17-5-17,1:27:57,22.62,51.64
17-5-17,1:28:57,22.63,51.42
17-5-17,1:29:57,22.63,51.43
17-5-17,1:30:57,22.67,51.34
17-5-17,1:31:57,22.72,51.21
17-5-17,1:32:57,22.68,51.30
17-5-17,1:33:57,22.66,51.38
17-5-17,1:34:57,22.68,51.35
17-5-17,1:35:57,22.63,51.50
17-5-17,1:37:57,22.72,51.34
17-5-17,1:38:57,22.66,51.50
17-5-17,1:39:57,22.71,51.38
17-5-17,1:40:57,22.78,51.19
17-5-17,1:41:57,22.78,51.18
17-5-17,1:42:57,22.76,51.21
17-5-17,1:43:57,22.76,51.21
17-5-17,1:44:57,22.79,51.18
17-5-17,1:45:57,22.75,51.28
17-5-17,1:47:57,22.78,51.26
17-5-17,1:48:57,22.82,51.17
17-5-17,1:49:57,22.87,51.09
17-5-17,1:50:57,22.94,50.95
17-5-17,1:51:57,23.02,50.76
17-5-17,1:53:57,23.15,50.43
17-5-17,1:54:57,23.18,50.39
17-5-17,1:55:57,23.27,50.18
17-5-17,1:56:57,23.27,50.19
17-5-17,1:57:57,23.32,50.07
17-5-17,1:58:57,23.22,50.38
17-5-17,1:59:57,23.15,50.55
17-5-17,2:0:57,23.12,50.60
17-5-17,2:1:57,23.06,50.76
17-5-17,2:2:57,22.94,51.03
17-5-17,2:3:57,22.98,50.98
17-5-17,2:4:57,22.92,51.12
17-5-17,2:5:57,22.91,51.17
17-5-17,2:6:57,22.91,51.21
17-5-17,2:7:57,22.88,51.27
17-5-17,2:8:57,22.86,51.35
17-5-17,2:9:57,22.83,5144
17-5-17,2:10:57,22.77,51.56
17-5-17,2:11:57,22.75,51.60
17-5-17,2:12:57,22.73,51.64
17-5-17,2:13:19,22.75,51.62
17-5-17,2:13:57,22.72,51.64
17-5-17,2:14:57,22.75,51.58
17-5-17,2:15:57,22.76,51.55
17-5-17,2:16:57,22.79,51.52
17-5-17,2:17:57,22.71,51.68
17-5-17,2:18:57,22.73,51.62
17-5-17,2:19:57,22.70,51.71
17-5-17,2:20:57,22.73,51.65
17-5-17,2:21:57,22.75,51.59
17-5-17,2:22:57,22.72,51.66
17-5-17,2:24:57,22.79,51.53
17-5-17,2:25:57,22.78,51.53
17-5-17,2:26:57,22.82,51.43
17-5-17,2:27:57,22.82,61.46
17-5-17,2:28:57,22.80,51.52
17-5-17,2:29:57,22.76,51.62
17-5-17,2:30:57,22.77,51.63
17-5-17,2:31:57,22.77,51.61
17-5-17,2:32:57,22.79,51.64
17-5-17,2:33:57,22.78,51.66
17-5-17,2:34:57,22.88,51.45
17-5-17,2:35:57,22.89,51.37
17-5-17,2:36:57,22.88,51.40
17-5-17,2:37:57,22.88,51.39
17-5-17,2:38:57,22.83,51.53
17-5-17,2:39:57,22.87,51.52
17-5-17,2:40:57,22.84,51.60
17-5-17,2:41:57,22.82,51.64
17-5-17,2:42:57,22.81,51.67
17-5-17,2:43:57,22.84,51.61
17-5-17,2:44:57,22.91,51.45
17-5-17,2:45:57,22.88,51.48
17-5-17,2:46:57,22.99,51.24
17-5-17,2:47:57,23.06,51.05
17-5-17,2:48:57,23.12,50.90
17-5-17,2:49:57,23.17,50.78
17-5-17,2:50:57,23.23,50.60
17-5-17,2:51:57,23.23,50.62
17-5-17,2:52:57,23.24,50.58
17-5-17,2:53:57,23.26,50.54
17-5-17,2:54:57,23.29,50.49
17-5-17,2:55:57,23.14,50.83
17-5-17,2:56:57,23.11,50.91
17-5-17,2:57:57,3.03,51.10
17-5-17,2:58:57,22.96,51.27
17-5-17,2:59:57,22.88,51.56
17-5-17,3:0:57,22.82,51.67
17-5-17,3:2:57,22.77,51.85
17-5-17,3:3:57,22.70,51.97
17-5-17,3:4:57,22.73,51.95
17-5-17,3:5:57,22.66,52.07
17-5-17,3:6:57,22.66,52.08
